case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5,Att6
1141,Completed-Closed,Lisbeth,2012/3/5 16:27:15,High,se,Org line A2,A2_5,PROD236,Sweden
593,Accepted-In Progress,Curt,2011/10/22 19:40:10,Medium,se,Org line C,E_1,PROD153,Sweden
593,Queued-Awaiting Assignment,Curt,2011/10/22 19:42:30,Medium,se,Org line C,E_1,PROD153,Sweden
593,Accepted-In Progress,John,2011/11/21 15:12:05,Medium,se,Org line C,E_1,PROD153,USA
593,Completed-Closed,John,2012/1/18 14:24:22,Medium,se,Org line C,E_1,PROD153,USA
601,Accepted-In Progress,Peter,2011/10/25 15:34:02,Medium,se,Org line G4,E_1,PROD286,Sweden
601,Completed-Closed,Peter,2012/1/3 16:01:46,Medium,se,Org line G4,E_1,PROD286,Sweden
774,Accepted-In Progress,Clas,2011/12/14 16:00:50,Medium,fr,Org line A2,A2_2,PROD422,Sweden
774,Queued-Awaiting Assignment,Clas,2011/12/14 16:40:11,Medium,fr,Org line A2,A2_2,PROD422,Sweden
774,Accepted-In Progress,Piotr,2011/12/16 9:57:47,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Queued-Awaiting Assignment,Frederic,2011/12/28 10:32:53,Medium,fr,Org line A2,A2_2,PROD422,France
774,Accepted-In Progress,Maciej,2012/1/2 10:04:41,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Accepted-Wait,Maciej,2012/1/2 10:12:41,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Accepted-In Progress,Maciej,2012/1/17 15:20:02,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Completed-Closed,Maciej,2012/1/17 15:21:03,Medium,fr,Org line A2,A2_2,PROD422,POLAND
1712,Accepted-In Progress,Bikshamaiah,2011/12/13 9:52:25,Low,in,Org line C,E_8,PROD597,Sweden
1712,Completed-Closed,Bikshamaiah,2012/4/30 17:41:11,Low,in,Org line C,E_8,PROD597,Sweden
11,Accepted-In Progress,Per,2009/8/11 8:44:51,Medium,se,Org line C,E_10,PROD425,Sweden
11,Queued-Awaiting Assignment,Per,2009/8/11 8:55:12,Medium,se,Org line C,E_10,PROD425,Sweden
11,Accepted-Assigned,Per,2009/8/11 12:01:25,Medium,se,Org line C,E_10,PROD425,Sweden
11,Queued-Awaiting Assignment,Per,2010/5/18 12:35:53,Medium,se,Org line C,E_10,PROD425,Sweden
11,Accepted-In Progress,Tony,2010/6/16 12:00:32,Medium,se,Org line C,C_6,PROD425,Sweden
11,Accepted-Wait,Tony,2011/10/1 22:40:28,Medium,se,Org line C,C_6,PROD425,Sweden
11,Queued-Awaiting Assignment,Tony,2011/12/7 12:41:00,Medium,se,Org line C,E_10,PROD425,Sweden
11,Accepted-In Progress,Reza,2012/2/15 12:01:20,Medium,se,Org line C,E_10,PROD425,Sweden
11,Completed-Closed,Reza,2012/2/19 21:57:21,Medium,se,Org line C,E_10,PROD425,Sweden
1047,Accepted-In Progress,Robert,2012/2/13 10:03:27,Medium,in,Org line C,E_4,PROD793,USA
1047,Accepted-Wait,Robert,2012/2/13 10:06:36,Medium,in,Org line C,E_4,PROD793,USA
1047,Queued-Awaiting Assignment,Robert,2012/2/28 17:17:05,Medium,in,Org line C,E_4,PROD793,USA
1047,Accepted-Assigned,Bhavesh,2012/2/29 12:37:29,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Bhavesh,2012/3/5 14:03:37,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Bhavesh,2012/3/27 16:50:57,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/3/28 13:59:00,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/3/28 14:04:21,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/3/28 14:04:27,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/3/28 14:05:08,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/3/28 14:44:20,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/3/28 14:52:00,Medium,in,Org line C,E_4,PROD793,Sweden
1911,Accepted-In Progress,Murali,2012/4/17 7:46:35,High,in,Org line B,E_10,PROD209,INDIA
1911,Completed-Closed,Murali,2012/5/16 5:48:11,High,in,Org line B,E_10,PROD209,INDIA
241,Accepted-In Progress,?sa,2011/2/10 13:11:43,Medium,se,Org line C,C_6,PROD424,Sweden
241,Queued-Awaiting Assignment,?sa,2011/2/15 14:09:10,Medium,se,Org line C,C_6,PROD424,Sweden
241,Accepted-In Progress,Anders,2011/2/15 14:42:18,Medium,se,Org line C,C_6,PROD424,Sweden
241,Accepted-Wait,Anders,2011/2/23 10:10:50,Medium,se,Org line C,C_6,PROD424,Sweden
241,Completed-Closed,Anders,2012/2/2 12:55:27,Medium,se,Org line C,C_6,PROD424,Sweden
218,Accepted-In Progress,Carolyn,2011/1/5 22:06:32,Medium,us,Org line G3,C_6,PROD96,USA
218,Queued-Awaiting Assignment,Carolyn,2011/1/5 22:21:19,Medium,us,Org line G3,C_6,PROD96,USA
218,Accepted-In Progress,Padmanabha,2011/1/6 10:17:16,Medium,us,Org line G3,C_6,PROD96,Sweden
218,Accepted-Assigned,Carolyn,2011/1/6 10:20:30,Medium,us,Org line G3,C_6,PROD96,USA
218,Accepted-In Progress,Ewa,2012/2/6 16:12:42,Medium,us,Org line G3,C_6,PROD96,POLAND
218,Completed-Closed,Ewa,2012/2/6 16:17:25,Medium,us,Org line G3,C_6,PROD96,POLAND
1347,Accepted-In Progress,Gunilla,2012/4/10 17:46:49,Medium,se,Org line A2,A2_3,PROD414,Sweden
1347,Queued-Awaiting Assignment,Gunilla,2012/4/10 17:54:09,Medium,se,Org line A2,A2_3,PROD414,Sweden
1347,Accepted-In Progress,Ola,2012/4/11 10:36:14,Medium,se,Org line A2,A2_3,PROD414,Sweden
1347,Completed-Closed,Ola,2012/4/19 10:02:37,Medium,se,Org line A2,A2_3,PROD414,Sweden
1378,Accepted-In Progress,Anson,2012/4/19 5:54:27,Medium,cn,Org line A2,A2_5,PROD789,China
1378,Queued-Awaiting Assignment,Anson,2012/4/19 7:58:07,Medium,cn,Org line A2,A2_5,PROD789,China
1378,Accepted-In Progress,Anson,2012/5/24 5:31:28,Medium,cn,Org line A2,A2_5,PROD789,China
1378,Completed-Closed,Anson,2012/5/24 5:31:54,Medium,cn,Org line A2,A2_5,PROD789,China
1979,Accepted-In Progress,Samira,2012/5/8 13:46:41,Medium,se,Org line G4,C_6,PROD448,Sweden
1979,Accepted-Assigned,Samira,2012/5/8 13:48:44,Medium,se,Org line G4,C_6,PROD448,Sweden
1979,Accepted-In Progress,Samira,2012/5/29 9:29:13,Medium,se,Org line G4,C_6,PROD448,Sweden
1979,Accepted-Wait,Samira,2012/6/8 15:25:04,Medium,se,Org line G4,C_6,PROD448,Sweden
1421,Accepted-In Progress,Alice,2012/5/2 23:20:24,Low,br,Org line B,E_3,PROD120,Brazil
1421,Accepted-Assigned,Alice,2012/5/2 23:22:01,Low,br,Org line B,E_3,PROD120,Brazil
1421,Completed-Closed,Alice,2012/5/25 18:38:43,Low,br,Org line B,E_3,PROD120,Brazil
1053,Accepted-In Progress,J?rgen,2012/2/13 14:17:55,Medium,se,Org line A2,A2_3,PROD93,Sweden
1053,Completed-Closed,J?rgen,2012/2/13 20:27:03,Medium,se,Org line A2,A2_3,PROD93,Sweden
563,Accepted-In Progress,Kristina,2011/10/12 11:57:59,High,se,Org line A2,A2_3,PROD290,Sweden
563,Accepted-In Progress,Kristina,2011/10/12 15:02:07,High,se,Org line A2,A2_3,PROD290,Sweden
563,Completed-Closed,Kristina,2012/3/27 14:29:37,High,se,Org line A2,A2_3,PROD290,Sweden
1381,Accepted-In Progress,Lars,2012/4/19 13:36:37,Low,se,Org line C,C_6,PROD805,Sweden
1381,Accepted-Wait,Lars,2012/4/19 13:37:20,Low,se,Org line C,C_6,PROD805,Sweden
1381,Completed-Closed,Lars,2012/5/24 11:41:39,Low,se,Org line C,C_6,PROD805,Sweden
2132,Accepted-In Progress,Praveen,2012/5/24 16:24:36,Medium,se,Org line C,E_10,PROD802,Sweden
2132,Queued-Awaiting Assignment,Praveen,2012/5/24 16:27:03,Medium,se,Org line C,E_10,PROD802,Sweden
2132,Accepted-In Progress,Raja,2012/5/24 16:51:21,Medium,se,Org line C,E_10,PROD802,Sweden
2132,Queued-Awaiting Assignment,Martin,2012/5/24 16:52:40,Medium,se,Org line C,C_6,PROD802,Sweden
2132,Queued-Awaiting Assignment,Steve,2012/5/25 9:41:22,Medium,se,Org line C,C_6,PROD802,Sweden
2132,Accepted-In Progress,Lennart,2012/5/25 9:44:38,Medium,se,Org line C,C_6,PROD802,Sweden
2132,Accepted-Wait,Lennart,2012/5/28 11:40:54,Medium,se,Org line C,C_6,PROD802,Sweden
1684,Accepted-In Progress,Roland,2011/11/21 9:34:45,Medium,se,Org line G4,C_6,PROD374,Sweden
1684,Accepted-Wait,Roland,2011/11/28 16:12:09,Medium,se,Org line G4,C_6,PROD374,Sweden
1684,Accepted-In Progress,Roland,2011/12/5 20:38:55,Medium,se,Org line G4,C_6,PROD374,Sweden
1684,Completed-Closed,Roland,2012/2/8 21:42:42,Medium,se,Org line G4,C_6,PROD374,Sweden
1848,Accepted-In Progress,J?rgen,2012/3/5 16:28:53,High,us,Org line C,E_4,PROD348,Sweden
1848,Completed-Closed,J?rgen,2012/3/29 15:12:42,High,us,Org line C,E_4,PROD348,Sweden
481,Accepted-In Progress,Fredrik,2011/9/6 10:29:51,Medium,us,Org line C,E_4,PROD794,Sweden
481,Completed-Closed,Fredrik,2012/3/26 18:00:49,Medium,us,Org line C,E_4,PROD794,Sweden
394,Accepted-In Progress,Katarina,2011/7/5 14:33:46,Medium,se,Org line G4,E_4,PROD374,Sweden
394,Accepted-Assigned,Katarina,2012/2/15 17:33:28,Medium,se,Org line G4,E_4,PROD374,Sweden
394,Completed-Closed,Katarina,2012/5/23 18:00:04,Medium,se,Org line G4,E_4,PROD374,Sweden
2138,Accepted-In Progress,Praveen,2012/5/25 9:55:16,Medium,se,Org line C,E_10,PROD802,Sweden
2138,Queued-Awaiting Assignment,Praveen,2012/5/25 10:24:06,Medium,se,Org line C,E_10,PROD802,Sweden
2138,Accepted-In Progress,Arun,2012/5/30 14:24:24,Medium,se,Org line C,E_10,PROD802,Sweden
2138,Queued-Awaiting Assignment,Martin,2012/5/30 14:26:25,Medium,se,Org line C,C_6,PROD802,Sweden
2138,Accepted-In Progress,Aurelien,2012/5/30 15:16:44,Medium,se,Org line C,C_6,PROD802,France
2138,Accepted-Wait,Aurelien,2012/5/31 14:55:33,Medium,se,Org line C,C_6,PROD802,France
1881,Accepted-In Progress,Krzysztof,2012/3/23 4:02:26,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1881,Accepted-Assigned,Krzysztof,2012/3/23 4:05:55,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1881,Accepted-In Progress,Krzysztof,2012/3/26 13:38:36,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1881,Accepted-Wait,Krzysztof,2012/3/28 12:23:39,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1881,Completed-Closed,Krzysztof,2012/4/10 9:50:05,Medium,pl,Org line A2,A2_1,PROD756,POLAND
1526,Accepted-In Progress,Ewa,2011/12/30 11:09:26,Medium,us,Org line G3,A2_1,PROD98,POLAND
1526,Completed-Closed,Ewa,2012/1/30 12:31:24,Medium,us,Org line G3,A2_1,PROD98,POLAND
414,Accepted-In Progress,Ian,2011/7/18 15:45:13,High,gb,Org line A2,A2_1,PROD235,United Kingdom
414,Accepted-In Progress,Ian,2011/7/18 15:48:49,High,gb,Org line A2,A2_1,PROD235,United Kingdom
414,Accepted-Assigned,Ian,2011/7/18 15:55:27,High,gb,Org line A2,A2_1,PROD235,United Kingdom
414,Accepted-In Progress,Ian,2011/9/9 13:17:31,High,gb,Org line A2,A2_1,PROD235,United Kingdom
414,Accepted-In Progress,Andrew,2011/9/28 16:04:50,High,gb,Org line A2,A2_1,PROD235,United Kingdom
414,Accepted-Wait,Andrew,2011/9/28 16:05:03,High,gb,Org line A2,A2_1,PROD235,United Kingdom
414,Completed-Closed,Andrew,2012/2/15 11:19:55,High,gb,Org line A2,A2_1,PROD235,United Kingdom
108,Queued-Awaiting Assignment,Maria,2010/6/4 17:58:40,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/6/22 11:37:32,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-Assigned,Christophe,2010/6/22 13:51:32,High,se,Org line C,E_7,PROD153,Belgium
108,Accepted-Assigned,Bo,2010/6/24 12:17:47,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/7/9 11:03:29,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/7/9 11:05:10,High,se,Org line C,E_7,PROD153,Sweden
108,Queued-Awaiting Assignment,Maria,2010/11/7 14:44:39,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/11/8 13:35:26,High,se,Org line C,E_7,PROD153,Sweden
108,Queued-Awaiting Assignment,Mattias,2010/11/8 13:36:40,High,se,Org line C,C_4,PROD153,Sweden
108,Accepted-In Progress,Per,2010/11/24 11:06:02,High,se,Org line C,C_4,PROD153,Sweden
108,Completed-Closed,Per,2010/11/24 13:46:08,High,se,Org line C,C_4,PROD153,Sweden
108,Accepted-In Progress,Per,2010/11/24 16:23:23,High,se,Org line C,C_4,PROD153,Sweden
108,Completed-Closed,Per,2010/11/24 16:34:47,High,se,Org line C,C_4,PROD153,Sweden
108,Accepted-In Progress,Per,2010/11/24 16:36:35,High,se,Org line C,C_4,PROD153,Sweden
108,Queued-Awaiting Assignment,Craig,2011/11/30 13:59:57,High,se,Org line F,C_4,PROD153,Sweden
108,Accepted-In Progress,Stefan,2012/2/27 8:12:23,High,se,Org line F,C_4,PROD153,Sweden
108,Completed-Closed,Stefan,2012/2/27 8:13:44,High,se,Org line F,C_4,PROD153,Sweden
109,Accepted-In Progress,Carolyn,2010/6/4 17:57:53,Medium,us,Org line G3,C_4,PROD96,USA
109,Queued-Awaiting Assignment,Carolyn,2010/6/4 17:59:45,Medium,us,Org line G3,C_4,PROD96,USA
109,Accepted-In Progress,Kannan,2010/6/4 18:08:12,Medium,us,Org line G3,C_4,PROD96,Sweden
109,Accepted-Assigned,Carolyn,2010/6/4 18:08:18,Medium,us,Org line G3,C_4,PROD96,USA
109,Accepted-In Progress,Ewa,2012/1/30 12:50:40,Medium,us,Org line G3,C_4,PROD96,POLAND
109,Completed-Closed,Ewa,2012/1/30 12:51:51,Medium,us,Org line G3,C_4,PROD96,POLAND
916,Accepted-In Progress,Marc,2012/1/19 10:31:05,Major,be,Org line F,C_4,PROD821,Belgium
916,Completed-Closed,Marc,2012/1/19 10:36:41,Major,be,Org line F,C_4,PROD821,Belgium
916,Accepted-In Progress,Marc,2012/2/3 15:24:29,Major,be,Org line F,C_4,PROD821,Belgium
916,Queued-Awaiting Assignment,Peter,2012/2/3 15:27:38,Major,be,Org line C,C_1,PROD821,Belgium
916,Accepted-In Progress,Linda,2012/2/3 16:04:03,Major,be,Org line C,C_1,PROD821,Sweden
916,Completed-Closed,Linda,2012/2/8 15:02:38,Major,be,Org line C,C_1,PROD821,Sweden
1237,Accepted-In Progress,Tamara,2012/3/16 8:48:29,Low,be,Org line C,A2_1,PROD235,Belgium
1237,Accepted-Wait,Tamara,2012/3/16 8:49:23,Low,be,Org line C,A2_1,PROD235,Belgium
1237,Completed-Closed,Tamara,2012/3/16 8:51:06,Low,be,Org line C,A2_1,PROD235,Belgium
1360,Accepted-In Progress,Florent,2012/4/16 12:15:04,Major,fr,Org line C,C_5,PROD609,France
1360,Completed-Closed,Florent,2012/4/16 12:17:25,Major,fr,Org line C,C_5,PROD609,France
1787,Accepted-In Progress,Bharath,2012/2/6 15:35:43,Medium,se,Org line G4,C_5,PROD397,Sweden
1787,Completed-Closed,Bharath,2012/2/20 10:48:15,Medium,se,Org line G4,C_5,PROD397,Sweden
948,Accepted-In Progress,David,2012/1/25 15:36:13,Medium,us,Org line A2,A2_3,PROD231,USA
948,Completed-Closed,David,2012/3/14 12:26:04,Medium,us,Org line A2,A2_3,PROD231,USA
2053,Accepted-In Progress,Ian,2012/5/16 16:06:45,High,gb,Org line A2,A2_1,PROD236,United Kingdom
2053,Accepted-Assigned,Ian,2012/5/16 16:27:43,High,gb,Org line A2,A2_1,PROD236,United Kingdom
865,Accepted-In Progress,Peter,2012/1/10 19:56:40,Major,se,Org line C,E_7,PROD327,Sweden
865,Completed-Closed,Peter,2012/1/13 15:46:25,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-In Progress,Peter,2012/1/13 16:55:17,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-Wait,Peter,2012/1/13 16:57:02,Major,se,Org line C,E_7,PROD327,Sweden
865,Queued-Awaiting Assignment,Peter,2012/1/16 15:55:28,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-In Progress,Sofie,2012/1/17 14:57:56,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-Assigned,Peter,2012/1/18 10:14:25,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-In Progress,Peter,2012/4/16 12:09:13,Major,se,Org line C,E_7,PROD327,Sweden
865,Completed-Closed,Peter,2012/4/16 12:09:14,Major,se,Org line C,E_7,PROD327,Sweden
1662,Accepted-Wait,Urban,2011/10/25 14:12:06,Low,se,Org line A2,A2_3,PROD551,Sweden
1662,Accepted-Assigned,Urban,2011/11/28 11:10:24,Low,se,Org line A2,A2_3,PROD551,Sweden
1662,Accepted-In Progress,Urban,2012/2/29 14:03:00,Low,se,Org line A2,A2_3,PROD551,Sweden
1662,Completed-Closed,Urban,2012/2/29 14:03:01,Low,se,Org line A2,A2_3,PROD551,Sweden
1694,Accepted-In Progress,Britt,2011/11/30 4:43:31,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Queued-Awaiting Assignment,Britt,2011/11/30 8:37:56,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Accepted-In Progress,Britt,2011/12/12 12:48:59,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Accepted-Wait,Britt,2011/12/12 14:52:54,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Completed-Closed,Britt,2012/1/19 16:18:51,High,se,Org line A2,A2_1,PROD350,Sweden
1223,Accepted-In Progress,Peter,2012/3/14 14:59:11,Low,be,Org line C,C_2,PROD327,Sweden
1223,Accepted-In Progress,Peter,2012/4/3 15:42:42,Low,be,Org line C,C_2,PROD327,Sweden
1223,Completed-Closed,Peter,2012/5/3 11:32:22,Low,be,Org line C,C_2,PROD327,Sweden
985,Accepted-In Progress,Mikael,2012/2/2 15:49:18,High,se,Org line C,C_6,PROD802,Sweden
985,Accepted-Wait,Mikael,2012/3/1 10:28:47,High,se,Org line C,C_6,PROD802,Sweden
985,Completed-Closed,Mikael,2012/5/9 14:12:09,High,se,Org line C,C_6,PROD802,Sweden
632,Accepted-In Progress,Sandra,2011/11/3 9:48:02,Low,fr,Org line C,C_6,PROD696,USA
632,Queued-Awaiting Assignment,Sandra,2011/12/7 15:01:12,Low,fr,Org line C,C_6,PROD696,USA
632,Accepted-In Progress,Andrzej,2011/12/7 15:01:20,Low,fr,Org line A2,A2_2,PROD696,POLAND
632,Queued-Awaiting Assignment,Cyril,2011/12/7 15:04:17,Low,fr,Org line C,E_6,PROD696,France
632,Accepted-In Progress,Cyril,2012/1/10 16:27:44,Low,fr,Org line C,E_6,PROD696,France
632,Completed-Closed,Cyril,2012/1/10 16:29:11,Low,fr,Org line C,E_6,PROD696,France
295,Accepted-In Progress,Nigel,2011/4/11 21:53:58,Medium,gb,Org line C,C_3,PROD793,United Kingdom
295,Queued-Awaiting Assignment,Nigel,2011/4/14 17:44:52,Medium,gb,Org line C,C_3,PROD793,United Kingdom
295,Accepted-In Progress,Nigel,2012/2/15 11:58:47,Medium,gb,Org line C,C_3,PROD793,United Kingdom
295,Completed-Closed,Nigel,2012/2/15 12:01:31,Medium,gb,Org line C,C_3,PROD793,United Kingdom
1693,Accepted-In Progress,Freddy,2011/11/29 4:12:33,Medium,in,Org line C,E_4,PROD325,INDIA
1693,Completed-Closed,Freddy,2011/12/19 4:43:18,Medium,in,Org line C,E_4,PROD325,INDIA
1693,Accepted-In Progress,Freddy,2012/1/18 12:05:10,Medium,in,Org line C,E_4,PROD325,INDIA
1693,Completed-Closed,Freddy,2012/1/18 12:07:06,Medium,in,Org line C,E_4,PROD325,INDIA
1693,Accepted-In Progress,Freddy,2012/2/14 9:15:07,Medium,in,Org line C,E_4,PROD325,INDIA
1693,Completed-Closed,Freddy,2012/2/14 9:15:35,Medium,in,Org line C,E_4,PROD325,INDIA
1393,Accepted-In Progress,K?re,2012/4/23 18:15:33,Medium,be,Org line C,E_1,PROD227,Sweden
1393,Completed-Closed,K?re,2012/5/3 15:46:11,Medium,be,Org line C,E_1,PROD227,Sweden
341,Accepted-In Progress,Gustav,2011/5/17 14:37:22,Low,se,Org line G4,E_1,PROD410,Sweden
341,Accepted-In Progress,Gustav,2012/2/21 15:34:34,Low,se,Org line G4,E_1,PROD410,Sweden
341,Completed-Closed,Gustav,2012/2/21 15:34:36,Low,se,Org line G4,E_1,PROD410,Sweden
1014,Accepted-In Progress,Marie-Aimee,2012/2/8 5:57:07,High,be,Org line C,E_3,PROD379,France
1014,Completed-Closed,Marie-Aimee,2012/3/14 11:18:45,High,be,Org line C,E_3,PROD379,France
196,Accepted-In Progress,Carolyn,2010/12/3 12:08:38,Medium,us,Org line G3,E_3,PROD97,USA
196,Queued-Awaiting Assignment,Carolyn,2010/12/3 12:14:56,Medium,us,Org line G3,E_3,PROD97,USA
196,Accepted-In Progress,Santhosh,2010/12/3 13:43:00,Medium,us,Org line G3,E_3,PROD97,Sweden
196,Accepted-Assigned,Carolyn,2010/12/3 13:45:20,Medium,us,Org line G3,E_3,PROD97,USA
196,Accepted-In Progress,Ewa,2012/1/30 13:03:34,Medium,us,Org line G3,E_3,PROD97,POLAND
196,Completed-Closed,Ewa,2012/1/30 13:04:09,Medium,us,Org line G3,E_3,PROD97,POLAND
116,Accepted-In Progress,Carolyn,2010/6/15 16:37:49,Medium,us,Org line G3,E_3,PROD98,USA
116,Queued-Awaiting Assignment,Carolyn,2010/6/15 16:46:08,Medium,us,Org line G3,E_3,PROD98,USA
116,Accepted-In Progress,Kannan,2010/6/15 16:50:16,Medium,us,Org line G3,E_3,PROD98,Sweden
116,Accepted-Assigned,Carolyn,2010/6/15 16:50:22,Medium,us,Org line G3,E_3,PROD98,USA
116,Accepted-In Progress,Kannan,2010/8/27 19:14:48,Medium,us,Org line A2,A2_2,PROD98,Sweden
116,Accepted-Assigned,Y,2010/8/27 19:14:57,Medium,us,Org line A2,A2_2,PROD98,Sweden
116,Accepted-Wait,Y,2010/9/2 10:36:22,Medium,us,Org line A2,A2_2,PROD98,Sweden
116,Queued-Awaiting Assignment,Carolyn,2011/2/9 12:05:52,Medium,us,Org line G3,A2_2,PROD98,USA
116,Accepted-In Progress,Padmanabha,2011/2/16 11:53:01,Medium,us,Org line G3,A2_2,PROD98,Sweden
