case,activity,resource,timestamp,Att1,Att2,Att3,Att4,Att5,Att6
1104,Accepted-In Progress,Joakim,2012/2/21 16:21:18,High,se,Org line C,E_9,PROD745,Sweden
1104,Accepted-Wait,Joakim,2012/3/12 13:08:56,High,se,Org line C,E_9,PROD745,Sweden
1104,Completed-Closed,Joakim,2012/4/23 10:07:28,High,se,Org line C,E_9,PROD745,Sweden
1054,Accepted-In Progress,Agneta,2012/2/13 14:57:35,Medium,se,Org line A2,A2_3,PROD831,Sweden
1054,Accepted-In Progress,Agneta,2012/2/13 14:58:23,Medium,se,Org line A2,A2_3,PROD831,Sweden
1054,Completed-Closed,Agneta,2012/3/5 15:02:28,Medium,se,Org line A2,A2_3,PROD831,Sweden
721,Accepted-In Progress,Ewa,2011/12/2 12:09:21,Medium,us,Org line G3,A2_3,PROD97,POLAND
721,Completed-Closed,Ewa,2012/1/3 11:10:20,Medium,us,Org line G3,A2_3,PROD97,POLAND
774,Accepted-In Progress,Clas,2011/12/14 16:00:50,Medium,fr,Org line A2,A2_2,PROD422,Sweden
774,Queued-Awaiting Assignment,Clas,2011/12/14 16:40:11,Medium,fr,Org line A2,A2_2,PROD422,Sweden
774,Accepted-In Progress,Piotr,2011/12/16 9:57:47,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Queued-Awaiting Assignment,Frederic,2011/12/28 10:32:53,Medium,fr,Org line A2,A2_2,PROD422,France
774,Accepted-In Progress,Maciej,2012/1/2 10:04:41,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Accepted-Wait,Maciej,2012/1/2 10:12:41,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Accepted-In Progress,Maciej,2012/1/17 15:20:02,Medium,fr,Org line A2,A2_2,PROD422,POLAND
774,Completed-Closed,Maciej,2012/1/17 15:21:03,Medium,fr,Org line A2,A2_2,PROD422,POLAND
1712,Accepted-In Progress,Bikshamaiah,2011/12/13 9:52:25,Low,in,Org line C,E_8,PROD597,Sweden
1712,Completed-Closed,Bikshamaiah,2012/4/30 17:41:11,Low,in,Org line C,E_8,PROD597,Sweden
1264,Accepted-In Progress,Komaraiah,2012/3/23 10:13:26,Major,us,Org line C,E_4,PROD219,Sweden
1264,Completed-Closed,Komaraiah,2012/3/23 10:16:35,Major,us,Org line C,E_4,PROD219,Sweden
1047,Accepted-In Progress,Robert,2012/2/13 10:03:27,Medium,in,Org line C,E_4,PROD793,USA
1047,Accepted-Wait,Robert,2012/2/13 10:06:36,Medium,in,Org line C,E_4,PROD793,USA
1047,Queued-Awaiting Assignment,Robert,2012/2/28 17:17:05,Medium,in,Org line C,E_4,PROD793,USA
1047,Accepted-Assigned,Bhavesh,2012/2/29 12:37:29,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Bhavesh,2012/3/5 14:03:37,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Bhavesh,2012/3/27 16:50:57,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/3/28 13:59:00,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/3/28 14:04:21,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/3/28 14:04:27,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/3/28 14:05:08,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Accepted-In Progress,Alam,2012/3/28 14:44:20,Medium,in,Org line C,E_4,PROD793,Sweden
1047,Completed-Closed,Alam,2012/3/28 14:52:00,Medium,in,Org line C,E_4,PROD793,Sweden
241,Accepted-In Progress,?sa,2011/2/10 13:11:43,Medium,se,Org line C,C_6,PROD424,Sweden
241,Queued-Awaiting Assignment,?sa,2011/2/15 14:09:10,Medium,se,Org line C,C_6,PROD424,Sweden
241,Accepted-In Progress,Anders,2011/2/15 14:42:18,Medium,se,Org line C,C_6,PROD424,Sweden
241,Accepted-Wait,Anders,2011/2/23 10:10:50,Medium,se,Org line C,C_6,PROD424,Sweden
241,Completed-Closed,Anders,2012/2/2 12:55:27,Medium,se,Org line C,C_6,PROD424,Sweden
2203,Accepted-In Progress,Marc,2012/6/1 14:34:16,Medium,be,Org line C,E_6,PROD149,Belgium
2203,Queued-Awaiting Assignment,Marc,2012/6/1 15:01:28,Medium,be,Org line C,E_6,PROD149,Belgium
2203,Accepted-In Progress,Ludwig,2012/6/12 12:31:37,Medium,be,Org line C,E_6,PROD149,Belgium
2203,Accepted-In Progress,Partha,2012/6/13 10:45:10,Medium,be,Org line C,E_10,PROD149,Sweden
2203,Queued-Awaiting Assignment,Marc,2012/6/13 10:48:18,Medium,be,Org line C,E_6,PROD149,Belgium
2203,Accepted-In Progress,Marc,2012/6/13 12:06:59,Medium,be,Org line C,E_6,PROD149,Belgium
886,Accepted-In Progress,Dan,2012/1/13 10:45:27,Major,se,Org line C,C_6,PROD214,Sweden
886,Queued-Awaiting Assignment,Dan,2012/1/13 11:32:14,Major,se,Org line C,C_6,PROD214,Sweden
886,Accepted-In Progress,Dan,2012/3/2 10:15:13,Major,se,Org line C,C_6,PROD214,Sweden
886,Completed-Closed,Dan,2012/3/2 10:30:45,Major,se,Org line C,C_6,PROD214,Sweden
1347,Accepted-In Progress,Gunilla,2012/4/10 17:46:49,Medium,se,Org line A2,A2_3,PROD414,Sweden
1347,Queued-Awaiting Assignment,Gunilla,2012/4/10 17:54:09,Medium,se,Org line A2,A2_3,PROD414,Sweden
1347,Accepted-In Progress,Ola,2012/4/11 10:36:14,Medium,se,Org line A2,A2_3,PROD414,Sweden
1347,Completed-Closed,Ola,2012/4/19 10:02:37,Medium,se,Org line A2,A2_3,PROD414,Sweden
1273,Accepted-In Progress,Shibly,2012/3/26 14:18:02,High,se,Other,A2_5,PROD805,Sweden
1273,Accepted-In Progress,Shibly,2012/3/26 14:19:01,High,se,Other,A2_5,PROD805,Sweden
1273,Accepted-In Progress,Shibly,2012/3/26 14:20:05,High,se,Other,A2_5,PROD805,Sweden
1273,Queued-Awaiting Assignment,Vesa,2012/3/26 14:37:13,High,se,Org line C,C_6,PROD805,Sweden
1273,Accepted-In Progress,Bj?rn,2012/3/26 14:55:07,High,se,Org line C,C_6,PROD805,Sweden
1273,Completed-Closed,Bj?rn,2012/3/26 14:58:43,High,se,Org line C,C_6,PROD805,Sweden
1084,Accepted-Assigned,Samira,2012/2/16 11:22:52,Medium,se,Org line G4,C_6,PROD448,Sweden
1084,Accepted-In Progress,Samira,2012/5/2 12:00:11,Medium,se,Org line G4,C_6,PROD448,Sweden
1084,Completed-Closed,Samira,2012/5/2 12:03:30,Medium,se,Org line G4,C_6,PROD448,Sweden
1138,Accepted-In Progress,Christer,2012/2/28 11:33:31,High,se,Org line C,C_6,PROD802,Sweden
1138,Completed-Closed,Christer,2012/5/29 14:53:55,High,se,Org line C,C_6,PROD802,Sweden
563,Accepted-In Progress,Kristina,2011/10/12 11:57:59,High,se,Org line A2,A2_3,PROD290,Sweden
563,Accepted-In Progress,Kristina,2011/10/12 15:02:07,High,se,Org line A2,A2_3,PROD290,Sweden
563,Completed-Closed,Kristina,2012/3/27 14:29:37,High,se,Org line A2,A2_3,PROD290,Sweden
2132,Accepted-In Progress,Praveen,2012/5/24 16:24:36,Medium,se,Org line C,E_10,PROD802,Sweden
2132,Queued-Awaiting Assignment,Praveen,2012/5/24 16:27:03,Medium,se,Org line C,E_10,PROD802,Sweden
2132,Accepted-In Progress,Raja,2012/5/24 16:51:21,Medium,se,Org line C,E_10,PROD802,Sweden
2132,Queued-Awaiting Assignment,Martin,2012/5/24 16:52:40,Medium,se,Org line C,C_6,PROD802,Sweden
2132,Queued-Awaiting Assignment,Steve,2012/5/25 9:41:22,Medium,se,Org line C,C_6,PROD802,Sweden
2132,Accepted-In Progress,Lennart,2012/5/25 9:44:38,Medium,se,Org line C,C_6,PROD802,Sweden
2132,Accepted-Wait,Lennart,2012/5/28 11:40:54,Medium,se,Org line C,C_6,PROD802,Sweden
1684,Accepted-In Progress,Roland,2011/11/21 9:34:45,Medium,se,Org line G4,C_6,PROD374,Sweden
1684,Accepted-Wait,Roland,2011/11/28 16:12:09,Medium,se,Org line G4,C_6,PROD374,Sweden
1684,Accepted-In Progress,Roland,2011/12/5 20:38:55,Medium,se,Org line G4,C_6,PROD374,Sweden
1684,Completed-Closed,Roland,2012/2/8 21:42:42,Medium,se,Org line G4,C_6,PROD374,Sweden
566,Accepted-In Progress,Peter,2011/10/13 16:25:56,Medium,se,Org line G4,C_6,PROD286,Sweden
566,Completed-Closed,Peter,2012/1/3 16:00:47,Medium,se,Org line G4,C_6,PROD286,Sweden
1392,Accepted-In Progress,Ewa,2012/4/23 16:56:04,High,us,Org line G3,C_6,PROD98,POLAND
1392,Completed-Closed,Ewa,2012/4/23 16:59:57,High,us,Org line G3,C_6,PROD98,POLAND
2138,Accepted-In Progress,Praveen,2012/5/25 9:55:16,Medium,se,Org line C,E_10,PROD802,Sweden
2138,Queued-Awaiting Assignment,Praveen,2012/5/25 10:24:06,Medium,se,Org line C,E_10,PROD802,Sweden
2138,Accepted-In Progress,Arun,2012/5/30 14:24:24,Medium,se,Org line C,E_10,PROD802,Sweden
2138,Queued-Awaiting Assignment,Martin,2012/5/30 14:26:25,Medium,se,Org line C,C_6,PROD802,Sweden
2138,Accepted-In Progress,Aurelien,2012/5/30 15:16:44,Medium,se,Org line C,C_6,PROD802,France
2138,Accepted-Wait,Aurelien,2012/5/31 14:55:33,Medium,se,Org line C,C_6,PROD802,France
1526,Accepted-In Progress,Ewa,2011/12/30 11:09:26,Medium,us,Org line G3,A2_1,PROD98,POLAND
1526,Completed-Closed,Ewa,2012/1/30 12:31:24,Medium,us,Org line G3,A2_1,PROD98,POLAND
2170,Accepted-In Progress,Cindy,2012/5/30 8:28:43,Low,cn,Org line A2,A2_2,PROD753,China
108,Queued-Awaiting Assignment,Maria,2010/6/4 17:58:40,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/6/22 11:37:32,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-Assigned,Christophe,2010/6/22 13:51:32,High,se,Org line C,E_7,PROD153,Belgium
108,Accepted-Assigned,Bo,2010/6/24 12:17:47,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/7/9 11:03:29,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/7/9 11:05:10,High,se,Org line C,E_7,PROD153,Sweden
108,Queued-Awaiting Assignment,Maria,2010/11/7 14:44:39,High,se,Org line C,E_7,PROD153,Sweden
108,Accepted-In Progress,Peter,2010/11/8 13:35:26,High,se,Org line C,E_7,PROD153,Sweden
108,Queued-Awaiting Assignment,Mattias,2010/11/8 13:36:40,High,se,Org line C,C_4,PROD153,Sweden
108,Accepted-In Progress,Per,2010/11/24 11:06:02,High,se,Org line C,C_4,PROD153,Sweden
108,Completed-Closed,Per,2010/11/24 13:46:08,High,se,Org line C,C_4,PROD153,Sweden
108,Accepted-In Progress,Per,2010/11/24 16:23:23,High,se,Org line C,C_4,PROD153,Sweden
108,Completed-Closed,Per,2010/11/24 16:34:47,High,se,Org line C,C_4,PROD153,Sweden
108,Accepted-In Progress,Per,2010/11/24 16:36:35,High,se,Org line C,C_4,PROD153,Sweden
108,Queued-Awaiting Assignment,Craig,2011/11/30 13:59:57,High,se,Org line F,C_4,PROD153,Sweden
108,Accepted-In Progress,Stefan,2012/2/27 8:12:23,High,se,Org line F,C_4,PROD153,Sweden
108,Completed-Closed,Stefan,2012/2/27 8:13:44,High,se,Org line F,C_4,PROD153,Sweden
916,Accepted-In Progress,Marc,2012/1/19 10:31:05,Major,be,Org line F,C_4,PROD821,Belgium
916,Completed-Closed,Marc,2012/1/19 10:36:41,Major,be,Org line F,C_4,PROD821,Belgium
916,Accepted-In Progress,Marc,2012/2/3 15:24:29,Major,be,Org line F,C_4,PROD821,Belgium
916,Queued-Awaiting Assignment,Peter,2012/2/3 15:27:38,Major,be,Org line C,C_1,PROD821,Belgium
916,Accepted-In Progress,Linda,2012/2/3 16:04:03,Major,be,Org line C,C_1,PROD821,Sweden
916,Completed-Closed,Linda,2012/2/8 15:02:38,Major,be,Org line C,C_1,PROD821,Sweden
2097,Accepted-In Progress,Ewa,2012/5/22 11:57:53,High,us,Org line G3,C_5,PROD98,POLAND
2097,Completed-Closed,Ewa,2012/5/22 12:03:02,High,us,Org line G3,C_5,PROD98,POLAND
1787,Accepted-In Progress,Bharath,2012/2/6 15:35:43,Medium,se,Org line G4,C_5,PROD397,Sweden
1787,Completed-Closed,Bharath,2012/2/20 10:48:15,Medium,se,Org line G4,C_5,PROD397,Sweden
2053,Accepted-In Progress,Ian,2012/5/16 16:06:45,High,gb,Org line A2,A2_1,PROD236,United Kingdom
2053,Accepted-Assigned,Ian,2012/5/16 16:27:43,High,gb,Org line A2,A2_1,PROD236,United Kingdom
865,Accepted-In Progress,Peter,2012/1/10 19:56:40,Major,se,Org line C,E_7,PROD327,Sweden
865,Completed-Closed,Peter,2012/1/13 15:46:25,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-In Progress,Peter,2012/1/13 16:55:17,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-Wait,Peter,2012/1/13 16:57:02,Major,se,Org line C,E_7,PROD327,Sweden
865,Queued-Awaiting Assignment,Peter,2012/1/16 15:55:28,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-In Progress,Sofie,2012/1/17 14:57:56,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-Assigned,Peter,2012/1/18 10:14:25,Major,se,Org line C,E_7,PROD327,Sweden
865,Accepted-In Progress,Peter,2012/4/16 12:09:13,Major,se,Org line C,E_7,PROD327,Sweden
865,Completed-Closed,Peter,2012/4/16 12:09:14,Major,se,Org line C,E_7,PROD327,Sweden
2109,Accepted-In Progress,Saki,2012/5/23 14:41:45,Low,us,Org line A2,A2_4,PROD589,Sweden
2109,Accepted-Wait,Saki,2012/5/23 15:31:00,Low,us,Org line A2,A2_4,PROD589,Sweden
1694,Accepted-In Progress,Britt,2011/11/30 4:43:31,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Queued-Awaiting Assignment,Britt,2011/11/30 8:37:56,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Accepted-In Progress,Britt,2011/12/12 12:48:59,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Accepted-Wait,Britt,2011/12/12 14:52:54,High,se,Org line A2,A2_1,PROD350,Sweden
1694,Completed-Closed,Britt,2012/1/19 16:18:51,High,se,Org line A2,A2_1,PROD350,Sweden
2224,Accepted-In Progress,Olle,2012/6/5 13:36:48,High,se,Org line C,E_2,PROD330,Sweden
2224,Accepted-Assigned,Olle,2012/6/5 13:44:41,High,se,Org line C,E_2,PROD330,Sweden
2224,Accepted-In Progress,Olle,2012/6/5 13:58:00,High,se,Org line C,E_2,PROD330,Sweden
8,Accepted-In Progress,Juan,2008/11/13 9:43:32,High,nl,Org line V7n,C_6,PROD542,Netherlands
8,Accepted-In Progress,Juan,2012/1/30 10:56:24,High,nl,Org line V7n,C_6,PROD542,Netherlands
8,Accepted-In Progress,Juan,2012/1/30 11:12:05,High,nl,Org line V7n,C_6,PROD542,Netherlands
8,Queued-Awaiting Assignment,Earl,2012/2/16 14:52:16,High,nl,Org line V7n,C_6,PROD542,Netherlands
8,Accepted-In Progress,Juan,2012/2/16 15:09:17,High,nl,Org line V7n,C_6,PROD542,Netherlands
8,Queued-Awaiting Assignment,Earl,2012/2/16 15:09:43,High,nl,Org line V7n,C_6,PROD542,Netherlands
8,Accepted-In Progress,Juan,2012/2/16 15:10:10,High,nl,Org line V7n,C_6,PROD542,Netherlands
8,Completed-Closed,Juan,2012/3/19 9:26:32,High,nl,Org line V7n,C_6,PROD542,Netherlands
295,Accepted-In Progress,Nigel,2011/4/11 21:53:58,Medium,gb,Org line C,C_3,PROD793,United Kingdom
295,Queued-Awaiting Assignment,Nigel,2011/4/14 17:44:52,Medium,gb,Org line C,C_3,PROD793,United Kingdom
295,Accepted-In Progress,Nigel,2012/2/15 11:58:47,Medium,gb,Org line C,C_3,PROD793,United Kingdom
295,Completed-Closed,Nigel,2012/2/15 12:01:31,Medium,gb,Org line C,C_3,PROD793,United Kingdom
1063,Accepted-Assigned,Per-Eric,2012/2/14 12:37:01,Medium,se,Org line A2,A2_3,PROD82,Sweden
1063,Accepted-Wait,Per-Eric,2012/2/14 12:39:35,Medium,se,Org line A2,A2_3,PROD82,Sweden
1063,Completed-Closed,Per-Eric,2012/2/16 15:44:17,Medium,se,Org line A2,A2_3,PROD82,Sweden
951,Accepted-In Progress,Petrus,2012/1/26 11:40:36,Major,be,Org line C,E_1,PROD715,Sweden
951,Completed-Closed,Petrus,2012/1/26 11:45:14,Major,be,Org line C,E_1,PROD715,Sweden
1393,Accepted-In Progress,K?re,2012/4/23 18:15:33,Medium,be,Org line C,E_1,PROD227,Sweden
1393,Completed-Closed,K?re,2012/5/3 15:46:11,Medium,be,Org line C,E_1,PROD227,Sweden
2115,Accepted-In Progress,Christoffer,2012/5/23 16:48:42,Low,se,Org line G4,E_3,PROD412,Sweden
1358,Queued-Awaiting Assignment,Robert,2012/4/13 18:20:12,High,us,Org line C,A2_2,PROD316,USA
1358,Accepted-Assigned,Christy,2012/4/13 21:09:17,High,us,Org line C,A2_2,PROD316,USA
1358,Completed-Closed,Christy,2012/5/11 22:00:27,High,us,Org line C,A2_2,PROD316,USA
1686,Accepted-In Progress,Robert,2011/11/24 14:07:54,Medium,us,Org line C,E_4,PROD348,USA
1686,Accepted-In Progress,Robert,2011/11/24 14:08:48,Medium,us,Org line C,E_4,PROD348,USA
1686,Accepted-Wait,Robert,2011/11/24 14:16:44,Medium,us,Org line C,E_4,PROD348,USA
1686,Accepted-Assigned,Robert,2011/11/24 14:20:36,Medium,us,Org line C,E_4,PROD348,USA
2082,Accepted-In Progress,Daniel,2012/5/18 19:17:14,High,se,Org line C,E_10,PROD802,Sweden
2082,Queued-Awaiting Assignment,Daniel,2012/5/29 12:02:03,High,se,Org line C,E_10,PROD802,Sweden
2082,Accepted-In Progress,Hampus,2012/5/29 13:56:26,High,se,Org line C,E_10,PROD802,Sweden
2082,Accepted-Wait,Hampus,2012/5/30 15:30:09,High,se,Org line C,E_10,PROD802,Sweden
2249,Accepted-In Progress,Leif,2012/6/11 10:44:56,Medium,se,Org line V2,E_10,PROD615,Sweden
2249,Accepted-In Progress,Leif,2012/6/11 10:59:01,Medium,se,Org line V2,E_10,PROD615,Sweden
2249,Accepted-Assigned,Leif,2012/6/11 11:20:23,Medium,se,Org line V2,E_10,PROD615,Sweden
2249,Accepted-Wait,Leif,2012/6/14 10:04:22,Medium,se,Org line V2,E_10,PROD615,Sweden
352,Accepted-In Progress,H?kan,2011/5/26 17:05:47,High,se,Org line A2,A2_4,PROD337,Sweden
352,Accepted-In Progress,H?kan,2012/4/4 17:06:03,High,se,Org line A2,A2_4,PROD337,Sweden
352,Completed-Closed,H?kan,2012/4/4 17:06:48,High,se,Org line A2,A2_4,PROD337,Sweden
831,Accepted-In Progress,Johan,2012/1/4 11:28:12,Low,0,Org line A2,A2_4,PROD765,Belgium
831,Completed-Closed,Johan,2012/3/6 10:06:32,Low,0,Org line A2,A2_4,PROD765,Belgium
335,Accepted-In Progress,Gunilla,2011/5/13 11:02:23,Low,se,Org line A2,A2_3,PROD76,Sweden
335,Accepted-Wait,Gunilla,2011/5/13 11:02:48,Low,se,Org line A2,A2_3,PROD76,Sweden
335,Accepted-Assigned,Gunilla,2011/7/12 10:28:53,Low,se,Org line A2,A2_3,PROD76,Sweden
335,Accepted-In Progress,Yvonne,2012/1/18 12:47:42,Low,se,Org line A2,A2_3,PROD76,Sweden
335,Completed-Closed,Yvonne,2012/1/18 12:47:57,Low,se,Org line A2,A2_3,PROD76,Sweden
2228,Accepted-In Progress,Flavio,2012/6/6 13:48:04,Medium,br,Org line A2,A2_2,PROD135,Brazil
806,Accepted-In Progress,Leif,2011/12/21 15:43:03,Medium,se,Org line C,E_10,PROD646,Sweden
806,Queued-Awaiting Assignment,Leif,2011/12/21 15:46:04,Medium,se,Org line C,E_10,PROD646,Sweden
806,Accepted-In Progress,Anil,2011/12/23 9:36:20,Medium,se,Org line C,E_10,PROD646,Sweden
806,Completed-Closed,Anil,2012/1/10 13:49:48,Medium,se,Org line C,E_10,PROD646,Sweden
1339,Accepted-In Progress,Inger,2012/4/9 8:37:33,Medium,se,Org line C,C_3,PROD325,Sweden
1339,Queued-Awaiting Assignment,Inger,2012/4/9 8:39:47,Medium,se,Org line C,C_3,PROD325,Sweden
1339,Accepted-In Progress,Amar,2012/4/9 9:02:57,Medium,se,Org line C,C_3,PROD325,INDIA
1339,Completed-Closed,Amar,2012/4/16 11:59:43,Medium,se,Org line C,C_3,PROD325,INDIA
2236,Accepted-In Progress,B?rje,2012/6/7 11:23:55,Medium,se,Org line C,E_7,PROD671,Sweden
1762,Accepted-In Progress,Ewa,2012/1/18 11:17:02,Medium,us,Org line G3,E_7,PROD98,POLAND
1762,Completed-Closed,Ewa,2012/1/18 11:19:42,Medium,us,Org line G3,E_7,PROD98,POLAND
312,Accepted-In Progress,Veronique,2011/4/21 9:37:44,High,fr,Org line A2,A2_5,PROD230,France
312,Completed-Closed,Veronique,2012/1/12 11:44:59,High,fr,Org line A2,A2_5,PROD230,France
1040,Accepted-In Progress,Aditi,2012/2/10 9:47:38,Medium,in,Org line C,E_10,PROD802,Sweden
1040,Accepted-Wait,Aditi,2012/2/10 10:03:08,Medium,in,Org line C,E_10,PROD802,Sweden
1040,Completed-Closed,Aditi,2012/2/17 14:38:15,Medium,in,Org line C,E_10,PROD802,Sweden
1985,Accepted-In Progress,Ian,2012/5/8 20:29:01,High,gb,Org line A2,A2_1,PROD236,United Kingdom
1985,Accepted-Assigned,Ian,2012/5/8 20:29:46,High,gb,Org line A2,A2_1,PROD236,United Kingdom
640,Accepted-Wait,Marcin,2011/11/4 8:45:46,Low,pl,Org line A2,A2_4,PROD555,POLAND
640,Accepted-In Progress,Marcin,2012/1/3 8:07:54,Low,pl,Org line A2,A2_4,PROD555,POLAND
640,Completed-Closed,Marcin,2012/2/10 8:04:41,Low,pl,Org line A2,A2_4,PROD555,POLAND
1214,Accepted-In Progress,Robert,2012/3/13 11:04:03,High,us,Org line C,E_4,PROD793,USA
1214,Queued-Awaiting Assignment,Robert,2012/3/13 11:05:43,High,us,Org line C,E_4,PROD793,USA
1214,Accepted-In Progress,Alam,2012/3/17 10:24:47,High,us,Org line C,E_4,PROD793,Sweden
1214,Queued-Awaiting Assignment,Robert,2012/3/17 10:34:44,High,us,Org line C,E_4,PROD793,USA
1214,Accepted-In Progress,Alam,2012/3/17 10:34:45,High,us,Org line C,E_4,PROD793,Sweden
1214,Accepted-In Progress,Hineesh,2012/3/19 4:43:04,High,us,Org line C,E_4,PROD793,INDIA
1214,Accepted-Wait,Hineesh,2012/3/19 4:44:40,High,us,Org line C,E_4,PROD793,INDIA
1214,Completed-Closed,Hineesh,2012/4/12 14:43:49,High,us,Org line C,E_4,PROD793,INDIA
1879,Accepted-In Progress,Mikael,2012/3/21 11:06:24,Major,se,Org line C,C_6,PROD802,Sweden
1879,Completed-Closed,Mikael,2012/3/23 17:21:13,Major,se,Org line C,C_6,PROD802,Sweden
690,Accepted-In Progress,Bjarne,2011/11/23 7:06:12,Medium,us,Org line C,E_4,PROD794,Sweden
690,Completed-Closed,Bjarne,2012/3/20 13:47:33,Medium,us,Org line C,E_4,PROD794,Sweden
1711,Accepted-In Progress,Britt,2011/12/13 4:07:15,Low,se,Org line A2,A2_1,PROD350,Sweden
1711,Queued-Awaiting Assignment,Britt,2011/12/13 4:07:39,Low,se,Org line A2,A2_1,PROD350,Sweden
1711,Accepted-In Progress,Britt,2011/12/13 7:11:12,Low,se,Org line A2,A2_1,PROD350,Sweden
1711,Accepted-Wait,Britt,2011/12/13 7:11:20,Low,se,Org line A2,A2_1,PROD350,Sweden
1711,Completed-Closed,Britt,2012/1/19 16:38:31,Low,se,Org line A2,A2_1,PROD350,Sweden
1772,Accepted-In Progress,Rickard,2012/1/26 9:54:38,Low,se,Org line G4,A2_1,PROD374,Sweden
1772,Completed-Closed,Rickard,2012/4/30 14:21:26,Low,se,Org line G4,A2_1,PROD374,Sweden
1152,Accepted-In Progress,Torbj?rn,2012/3/1 13:44:24,Medium,se,Org line G4,A2_2,PROD397,Sweden
